,Feature,Importance,Metric,Ticker,Model,Scope
369,Close t-56,3.1209274609089732e-09,mse,BTC,Deep Learning LSTM,1 day ahead
363,Close t-59,3.151265803857939e-09,mse,BTC,Deep Learning LSTM,1 day ahead
259,Volume t-51,3.4440157947734917e-09,mse,BTC,Deep Learning LSTM,1 day ahead
365,Close t-58,3.699220929576086e-09,mse,BTC,Deep Learning LSTM,1 day ahead
263,Volume t-49,3.826552241736891e-09,mse,BTC,Deep Learning LSTM,1 day ahead
255,Volume t-53,3.841114648572841e-09,mse,BTC,Deep Learning LSTM,1 day ahead
121,TYX t-60,4.022941701986582e-09,mse,BTC,Deep Learning LSTM,1 day ahead
261,Volume t-50,4.235205575131573e-09,mse,BTC,Deep Learning LSTM,1 day ahead
367,Close t-57,4.25829926875565e-09,mse,BTC,Deep Learning LSTM,1 day ahead
123,TYX t-59,5.139813186172404e-09,mse,BTC,Deep Learning LSTM,1 day ahead
371,Close t-55,5.463844932052098e-09,mse,BTC,Deep Learning LSTM,1 day ahead
265,Volume t-48,5.605155006804807e-09,mse,BTC,Deep Learning LSTM,1 day ahead
375,Close t-53,6.0543017821323986e-09,mse,BTC,Deep Learning LSTM,1 day ahead
271,Volume t-45,6.114383943600643e-09,mse,BTC,Deep Learning LSTM,1 day ahead
377,Close t-52,6.868581203800517e-09,mse,BTC,Deep Learning LSTM,1 day ahead
125,TYX t-58,7.731356221896135e-09,mse,BTC,Deep Learning LSTM,1 day ahead
57,Gtrend t-32,8.171708698601066e-09,mse,BTC,Deep Learning LSTM,1 day ahead
373,Close t-54,8.244475435681409e-09,mse,BTC,Deep Learning LSTM,1 day ahead
127,TYX t-57,8.972976583976333e-09,mse,BTC,Deep Learning LSTM,1 day ahead
55,Gtrend t-33,9.263306455231657e-09,mse,BTC,Deep Learning LSTM,1 day ahead
267,Volume t-47,9.888780738709357e-09,mse,BTC,Deep Learning LSTM,1 day ahead
269,Volume t-46,1.0060311972370783e-08,mse,BTC,Deep Learning LSTM,1 day ahead
129,TYX t-56,1.0456606802655699e-08,mse,BTC,Deep Learning LSTM,1 day ahead
51,Gtrend t-35,1.0701812269697797e-08,mse,BTC,Deep Learning LSTM,1 day ahead
61,Gtrend t-30,1.224627049767335e-08,mse,BTC,Deep Learning LSTM,1 day ahead
379,Close t-51,1.2459469400649681e-08,mse,BTC,Deep Learning LSTM,1 day ahead
383,Close t-49,1.2976173247025713e-08,mse,BTC,Deep Learning LSTM,1 day ahead
273,Volume t-44,1.311952779747827e-08,mse,BTC,Deep Learning LSTM,1 day ahead
131,TYX t-55,1.3380142160901443e-08,mse,BTC,Deep Learning LSTM,1 day ahead
275,Volume t-43,1.4047671692551944e-08,mse,BTC,Deep Learning LSTM,1 day ahead
277,Volume t-42,1.4109072132839628e-08,mse,BTC,Deep Learning LSTM,1 day ahead
295,Volume t-33,1.4180452312384517e-08,mse,BTC,Deep Learning LSTM,1 day ahead
135,TYX t-53,1.4232449274675929e-08,mse,BTC,Deep Learning LSTM,1 day ahead
133,TYX t-54,1.4446202400986152e-08,mse,BTC,Deep Learning LSTM,1 day ahead
287,Volume t-37,1.5269762176917112e-08,mse,BTC,Deep Learning LSTM,1 day ahead
381,Close t-50,1.6264342816985078e-08,mse,BTC,Deep Learning LSTM,1 day ahead
387,Close t-47,1.7288729725617458e-08,mse,BTC,Deep Learning LSTM,1 day ahead
327,Volume t-17,2.0708421588633286e-08,mse,BTC,Deep Learning LSTM,1 day ahead
393,Close t-44,2.1895320778675398e-08,mse,BTC,Deep Learning LSTM,1 day ahead
279,Volume t-41,2.221021599968509e-08,mse,BTC,Deep Learning LSTM,1 day ahead
283,Volume t-39,2.2502238739008362e-08,mse,BTC,Deep Learning LSTM,1 day ahead
385,Close t-48,2.3959027428688273e-08,mse,BTC,Deep Learning LSTM,1 day ahead
59,Gtrend t-31,2.476818283803084e-08,mse,BTC,Deep Learning LSTM,1 day ahead
321,Volume t-20,2.539435861592665e-08,mse,BTC,Deep Learning LSTM,1 day ahead
137,TYX t-52,2.5847126772227114e-08,mse,BTC,Deep Learning LSTM,1 day ahead
285,Volume t-38,2.737014864750975e-08,mse,BTC,Deep Learning LSTM,1 day ahead
139,TYX t-51,2.831517348367285e-08,mse,BTC,Deep Learning LSTM,1 day ahead
281,Volume t-40,3.16216805518188e-08,mse,BTC,Deep Learning LSTM,1 day ahead
141,TYX t-50,3.2567873342603804e-08,mse,BTC,Deep Learning LSTM,1 day ahead
397,Close t-42,3.335665632597795e-08,mse,BTC,Deep Learning LSTM,1 day ahead
395,Close t-43,3.36740383355405e-08,mse,BTC,Deep Learning LSTM,1 day ahead
391,Close t-45,3.5305034729038454e-08,mse,BTC,Deep Learning LSTM,1 day ahead
389,Close t-46,3.59459796372974e-08,mse,BTC,Deep Learning LSTM,1 day ahead
293,Volume t-34,3.8377359623531504e-08,mse,BTC,Deep Learning LSTM,1 day ahead
63,Gtrend t-29,3.9171837440399315e-08,mse,BTC,Deep Learning LSTM,1 day ahead
289,Volume t-36,4.114820500999983e-08,mse,BTC,Deep Learning LSTM,1 day ahead
143,TYX t-49,4.548985188534971e-08,mse,BTC,Deep Learning LSTM,1 day ahead
67,Gtrend t-27,4.71164542381608e-08,mse,BTC,Deep Learning LSTM,1 day ahead
291,Volume t-35,5.026537336361159e-08,mse,BTC,Deep Learning LSTM,1 day ahead
299,Volume t-31,5.0895791470217944e-08,mse,BTC,Deep Learning LSTM,1 day ahead
145,TYX t-48,5.620647880455465e-08,mse,BTC,Deep Learning LSTM,1 day ahead
329,Volume t-16,6.314802203366554e-08,mse,BTC,Deep Learning LSTM,1 day ahead
305,Volume t-28,6.787784767592342e-08,mse,BTC,Deep Learning LSTM,1 day ahead
147,TYX t-47,7.098358839607855e-08,mse,BTC,Deep Learning LSTM,1 day ahead
399,Close t-41,7.198218426873737e-08,mse,BTC,Deep Learning LSTM,1 day ahead
149,TYX t-46,7.212690800173505e-08,mse,BTC,Deep Learning LSTM,1 day ahead
301,Volume t-30,7.382436612024534e-08,mse,BTC,Deep Learning LSTM,1 day ahead
77,Gtrend t-22,7.484442809957415e-08,mse,BTC,Deep Learning LSTM,1 day ahead
307,Volume t-27,7.499381793341087e-08,mse,BTC,Deep Learning LSTM,1 day ahead
309,Volume t-26,7.58782635612576e-08,mse,BTC,Deep Learning LSTM,1 day ahead
75,Gtrend t-23,7.84176734103248e-08,mse,BTC,Deep Learning LSTM,1 day ahead
313,Volume t-24,8.254669320306718e-08,mse,BTC,Deep Learning LSTM,1 day ahead
297,Volume t-32,8.6062458604097e-08,mse,BTC,Deep Learning LSTM,1 day ahead
303,Volume t-29,8.943175677789128e-08,mse,BTC,Deep Learning LSTM,1 day ahead
311,Volume t-25,9.552230545439855e-08,mse,BTC,Deep Learning LSTM,1 day ahead
151,TYX t-45,9.682339685568309e-08,mse,BTC,Deep Learning LSTM,1 day ahead
401,Close t-40,1.1868000238113297e-07,mse,BTC,Deep Learning LSTM,1 day ahead
93,Gtrend t-14,1.2868186988201913e-07,mse,BTC,Deep Learning LSTM,1 day ahead
85,Gtrend t-18,1.2933096243950004e-07,mse,BTC,Deep Learning LSTM,1 day ahead
407,Close t-37,1.31630367661284e-07,mse,BTC,Deep Learning LSTM,1 day ahead
